sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
both_sexes,April,all_years,40-49,Moderna,0,-429,-429,-429,-429,-429,-429,-429,-429,-429,-429,-429,-429,-429,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,40-49,Moderna,0,-448,-448,-448,-448,-448,-448,-448,-448,-448,-448,-448,-448,-448,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,40-49,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,40-49,AstraZeneca,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,30-39,AstraZeneca,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,30-39,AstraZeneca,0,121,121,121,121,121,121,121,121,121,121,121,121,121,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,30-39,AstraZeneca,0,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,40-49,Moderna,0,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,70-79,Moderna,0,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,50-59,UKN,0,-265,-265,-265,-265,-265,-265,-265,-265,-265,-265,-265,-265,-265,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,70-79,AstraZeneca,1,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,70-79,Pfizer,0,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,70-79,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,40-49,Moderna,0,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,20-29,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,60-69,Moderna,0,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,50-59,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,50-59,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,50-59,Moderna,0,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,60-69,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,60-69,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,60-69,AstraZeneca,0,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,60-69,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,60-69,Pfizer,1,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,30-39,AstraZeneca,0,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,60-69,AstraZeneca,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,Pfizer,1,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,40-49,AstraZeneca,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,20-29,AstraZeneca,0,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,40-49,Pfizer,1,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,20-29,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,20-29,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,20-29,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,20-29,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,50-59,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,50-59,AstraZeneca,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,40-49,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,80+,Pfizer,0,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,50-59,Pfizer,0,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,-8712,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,70-79,Pfizer,0,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,-2486,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,30-39,Moderna,0,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,-1230,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,80+,Pfizer,0,919,919,919,919,919,919,919,919,919,919,919,919,919,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,50-59,Pfizer,1,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,Pfizer,0,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,-3525,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,70-79,AstraZeneca,0,68,68,68,68,68,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,Moderna,0,-154,-154,-154,-154,-154,-154,-154,-154,-154,-154,-154,-154,-154,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,40-49,Pfizer,0,-5346,-5346,-5346,-5346,-5346,-5346,-5346,-5346,-5346,-5073,-5346,-5346,-5346,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,Pfizer,0,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,-5296,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,20-29,Moderna,0,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,-713,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,50-59,Pfizer,0,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,-11365,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,80+,Pfizer,0,963,963,963,963,963,963,963,963,963,963,963,963,963,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,70-79,Pfizer,0,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,-3072,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,50-59,AstraZeneca,0,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,20-29,Pfizer,0,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,-1332,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,70-79,AstraZeneca,0,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,60-69,Pfizer,0,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,-5408,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,60-69,Moderna,0,-297,-297,-297,-297,-297,-297,-297,-297,-297,-297,-297,-297,-297,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,AstraZeneca,0,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,-1211,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,30-39,Pfizer,0,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,-2932,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,UKN,0,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,-1303,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,20-29,Pfizer,0,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,-2150,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,60-69,UKN,0,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,-557,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,30-39,Moderna,0,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,-2236,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,60-69,AstraZeneca,0,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-1603,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,50-59,Moderna,0,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,-1523,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,AstraZeneca,0,37,37,37,37,37,37,37,37,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,18-19,Pfizer,0,-915,-915,-915,-915,-915,-915,-915,-915,-915,-915,-915,-915,-915,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,70-79,Moderna,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,50-59,AstraZeneca,0,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,18-19,Moderna,0,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,12-17,Pfizer,0,-858,-858,-858,-858,-858,-858,-858,-858,-858,-858,-858,-858,-858,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,12-17,Pfizer,0,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,-1032,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,Moderna,1,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,30-39,Pfizer,1,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,30-39,Pfizer,1,94,94,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,40-49,AstraZeneca,0,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,50-59,UKN,0,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,70-79,UKN,0,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,70-79,Pfizer,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,70-79,UKN,0,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,50-59,Moderna,0,-982,-982,-982,-982,-982,-982,-982,-982,-982,-814,-982,-982,-982,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,80+,Pfizer,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,80+,Moderna,0,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,40-49,Pfizer,1,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,30-39,Pfizer,0,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,-1765,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,70-79,Moderna,0,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,-133,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,20-29,AstraZeneca,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,40-49,Moderna,0,-542,-542,-542,-542,-542,-542,-542,-542,-542,-542,-542,-542,-542,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,AstraZeneca,1,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,30-39,AstraZeneca,0,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,30-39,AstraZeneca,0,138,138,138,138,138,138,138,138,138,138,138,138,138,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,20-29,Moderna,0,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,Moderna,0,-687,-687,-687,-687,-687,-687,-687,-687,-687,-687,-687,-687,-687,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,50-59,UKN,0,-633,-633,-633,-633,-633,-633,-633,-633,-633,-633,-633,-633,-633,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,70-79,AstraZeneca,1,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,40-49,Pfizer,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,18-19,Pfizer,0,-183,-183,-183,-183,-183,-183,-183,-183,-183,-183,-183,-183,-183,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,20-29,Pfizer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,UKN,1,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,60-69,Pfizer,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,AstraZeneca,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,60-69,Pfizer,1,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,20-29,Pfizer,1,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,Pfizer,0,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,-20077,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,Pfizer,0,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,-5558,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,30-39,Moderna,0,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,-3466,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,80+,Pfizer,0,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,Pfizer,1,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,-520,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,Pfizer,0,-8871,-8871,-8871,-8871,-8871,-8871,-8871,-8871,-8871,-8598,-8871,-8871,-8871,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,AstraZeneca,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,Moderna,0,-451,-451,-451,-451,-451,-451,-451,-451,-451,-451,-451,-451,-451,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,Pfizer,0,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,-10704,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,20-29,Moderna,0,-953,-953,-953,-953,-953,-953,-953,-953,-953,-953,-953,-953,-953,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,AstraZeneca,0,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,20-29,Pfizer,0,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,-3482,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,AstraZeneca,0,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,-2814,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,30-39,Pfizer,0,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,-4697,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,UKN,0,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,Moderna,0,-2505,-2505,-2505,-2505,-2505,-2505,-2505,-2505,-2505,-2337,-2505,-2505,-2505,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,AstraZeneca,0,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,18-19,Pfizer,0,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,-1098,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,Moderna,0,-171,-171,-171,-171,-171,-171,-171,-171,-171,-171,-171,-171,-171,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,18-19,Moderna,0,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,12-17,Pfizer,0,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,-1890,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,Moderna,1,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,30-39,Pfizer,1,-107,-107,-107,-107,-107,-107,-107,-107,-107,-107,-107,-107,-107,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,UKN,0,-977,-977,-977,-977,-977,-977,-977,-977,-977,-977,-977,-977,-977,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,UKN,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,Pfizer,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,80+,Pfizer,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,80+,Moderna,0,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,Pfizer,1,-128,-128,-128,-128,-128,-128,-128,-128,-128,-128,-128,-128,-128,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,20-29,AstraZeneca,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,Moderna,0,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,-1229,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,40-49,AstraZeneca,1,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,30-39,AstraZeneca,0,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,70-79,AstraZeneca,1,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,20-29,Pfizer,1,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,UKN,1,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,Pfizer,1,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,-149,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,60-69,AstraZeneca,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,all_birth_cohorts,Pfizer,0,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,-10208,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,all_birth_cohorts,Pfizer,0,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,-11046,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,all_birth_cohorts,Pfizer,0,-11001,-11001,-11001,-11001,-11001,-11001,-11001,-11001,-11001,-10896,-11001,-11001,-11001,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,all_birth_cohorts,Moderna,0,-1485,-1485,-1485,-1485,-1485,-1485,-1485,-1485,-1485,-1429,-1485,-1485,-1485,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,all_birth_cohorts,Moderna,0,-1627,-1627,-1627,-1627,-1627,-1627,-1627,-1627,-1627,-1571,-1627,-1627,-1627,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,all_birth_cohorts,Moderna,0,-947,-947,-947,-947,-947,-947,-947,-947,-947,-891,-947,-947,-947,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,all_birth_cohorts,Pfizer,0,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,all_birth_cohorts,Pfizer,1,-351,-351,-351,-351,-351,-351,-351,-351,-351,-351,-351,-351,-351,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,all_birth_cohorts,Pfizer,1,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,-333,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,all_birth_cohorts,Pfizer,1,-193,-193,-193,-193,-193,-193,-193,-193,-193,-193,-193,-193,-193,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,all_birth_cohorts,Pfizer,0,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,-7670,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,all_birth_cohorts,Pfizer,0,-11249,-11249,-11249,-11249,-11249,-11249,-11249,-11249,-11249,-11144,-11249,-11249,-11249,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,all_birth_cohorts,Pfizer,0,441,441,441,441,441,441,441,441,441,441,441,441,441,0,0,0,0,0,0,0,0,0,0,0,0
